case_id;wealth_index;region_combined;province;household_member;woman_member;children_under_5;house_ownership;owns_another_house;rooms_number;bedroom_number;drinking_water_source;non_drinking_water_source;toilet_location;toilet_type;heating;floor_material;refrigerator;deep_freezer;gas_electiric;microwave;dishwasher;garbage_grinder;washing_machine;washer_dryer;iron;vacuum_cleaner;lcd_plasma_tv;home_theather;television;satallite_antenna;cable_tv;dvd_vcd_player;mobile_phone;non_mobile_phone;laptop;computer;internet;air_conditioner;car;taxi_minibus;tractor;motorcycle
      151725;Middle;Central - West Anatolia - Urban/Metropol;Ankara;2;1;0;Rented;Missing;4;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Tile;Yes;No;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;No;Yes; ;No;No;Yes;No;No;No;No;No;No;No;No;No
      151801;Middle;Central - West Anatolia - Urban/Metropol;Ankara;4;1;0;Rented;No;4;2;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
      151803;Richest;Central - West Anatolia - Urban/Metropol;Ankara;3;1;0;Owned by a HH member;Yes;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No
      151804;Poorer;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Rented;Yes;4;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;Yes;No;No;No
      151805;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;1;0;Owned by a HH member;No;4;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;No
      151806;Richer;Central - West Anatolia - Urban/Metropol;Ankara;4;1;0;Owned by a HH member;Yes;4;3;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No
      151807;Richer;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;Yes;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      151809;Richest;Central - West Anatolia - Urban/Metropol;Ankara;3;1;1;Rented;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No
      151810;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;Yes;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;No;Yes;Yes;No;Yes;No;No;No
      151813;Richer;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;No;No;No;No;No;Yes;No;No;No
      151814;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;1;0;Owned by a HH member;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No
      151815;Middle;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;Yes;4;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      151817;Richer;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;Yes;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;No;No;No;No;Yes;No;No;No
      151818;Richer;Central - West Anatolia - Urban/Metropol;Ankara;3;0;0;Owned by a HH member;Yes;4;2;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;No;No;No;No;No
      151819;Middle;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Rented;Yes;4;3;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      151820;Richer;Central - West Anatolia - Urban/Metropol;Ankara;2;1;0;Rented;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;No;No;No;No;No
      151821;Middle;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;Yes;3;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      151822;Poorer;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;No rent paid;No;4;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;No;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No
      151823;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;1;0;Owned by a HH member;No;4;2;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;Yes;Yes;No;Yes;No;No;No
      151824;Richer;Central - West Anatolia - Urban/Metropol;Ankara;3;1;0;Owned by a HH member;No;4;2;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;No;No;No;No;No
      151825;Richer;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;No;4;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;No;No;No;No;Yes;No;No;No
      151901;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;Yes;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No
      151903;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;Yes;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No
      151906;Richer;Central - West Anatolia - Urban/Metropol;Ankara;1;0;0;Rented;Yes;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      151907;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;1;0;Rented;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;No
      151908;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;Yes;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;No;No;No;No;No
      151910;Richest;Central - West Anatolia - Urban/Metropol;Ankara;3;1;1;Owned by a HH member;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;No;No
      151911;Richest;Central - West Anatolia - Urban/Metropol;Ankara;5;2;0;Owned by a HH member;No;4;3;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No
      151913;Richest;Central - West Anatolia - Urban/Metropol;Ankara;1;0;0;Rented;Yes;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Laminate;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;No;No;No
      151914;Richest;Central - West Anatolia - Urban/Metropol;Ankara;3;1;0;Rented;Yes;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Central heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No
      151915;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;Yes;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;No;No;No;No;Yes;No;No;No
      151916;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No
      151917;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;No;4;3;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No
      151919;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;No;No;No;No;No
      151920;Richest;Central - West Anatolia - Urban/Metropol;Ankara;3;0;0;Owned by a HH member;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;No;Yes;No;No;No
      151921;Richer;Central - West Anatolia - Urban/Metropol;Ankara;1;0;0;Rented;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;No
      151922;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Rented;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No
      151924;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Rented;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No
      151925;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;No;No
      152001;Middle;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;No;3;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;No;Yes;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No
      152003;Richer;Central - West Anatolia - Urban/Metropol;Ankara;4;1;1;Owned by a HH member;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No
      152005;Middle;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;No;4;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Vinly covering (marley);Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;No;No;No;No;Yes;No;No;No;No
      152007;Middle;Central - West Anatolia - Urban/Metropol;Ankara;1;0;0;Owned by a HH member;Yes;4;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      152008;Middle;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;No;4;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No
      152009;Richest;Central - West Anatolia - Urban/Metropol;Ankara;4;1;1;Rented;No;4;3;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No
      152010;Middle;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;No;4;2;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      152011;Richer;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;No;No;No;No;Yes;No;No;No
      152012;Richest;Central - West Anatolia - Urban/Metropol;Ankara;2;1;0;Rented;No;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;Yes;No;No;No
      152013;Richest;Central - West Anatolia - Urban/Metropol;Ankara;3;1;0;Rented;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;Yes;No;Yes;No;No;No
      152014;Richer;Central - West Anatolia - Urban/Metropol;Ankara;4;1;0;Owned by a HH member;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;Yes;No;No;No;Yes;No;No;No
      152015;Richer;Central - West Anatolia - Urban/Metropol;Ankara;2;0;0;Owned by a HH member;Yes;4;1;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;Yes;Yes;Yes;No;No;No;No;Yes;No;No;No
      152016;Richest;Central - West Anatolia - Urban/Metropol;Ankara;3;1;0;Rented;No;3;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;No;No;Yes;No;Yes;Yes;No;No;No
      152017;Richer;Central - West Anatolia - Urban/Metropol;Ankara;4;1;0;Owned by a HH member;No;4;3;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;No;No;No;No;No
      152018;Richest;Central - West Anatolia - Urban/Metropol;Ankara;4;1;0;Rented;Yes;3;2;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No
      152019;Richer;Central - West Anatolia - Urban/Metropol;Ankara;3;1;1;No rent paid;No;4;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;No;Yes;No;Yes;No;No;No;No;No
      152020;Poorer;Central - West Anatolia - Urban/Metropol;Ankara;1;0;0;Owned by a HH member;No;4;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Laminate;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      152022;Middle;Central - West Anatolia - Urban/Metropol;Ankara;3;1;0;Rented;No;4;2;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Cement;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;No;Yes;No;Yes;No;No;No;No;No;No;No
      152024;Richer;Central - West Anatolia - Urban/Metropol;Ankara;3;0;0;Rented;Yes;4;2;Protected spring;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;Yes;No;No;No
      152025;Richest;Central - West Anatolia - Urban/Metropol;Ankara;4;1;1;Rented;No;4;2;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Laminate;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No
      160101;Middle;Central - West Anatolia - Urban/Metropol;Konya;5;1;1;Owned by a HH member;No;4;2;Protected well;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;No
      160103;Richer;Central - West Anatolia - Urban/Metropol;Konya;5;1;1;Rented;Yes;4;2;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Wood planks;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;No;No;No;No;Yes;No;No;No
      160104;Middle;Central - West Anatolia - Urban/Metropol;Konya;3;1;0;Owned by a HH member;No;4;2;Protected spring;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Wood planks;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;No;Yes;Yes;No;No;No;No;No
      160105;Richer;Central - West Anatolia - Urban/Metropol;Konya;6;1;1;Rented;Yes;4;2;Protected spring;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Wood planks;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;No;No;No;No;No
      160107;Middle;Central - West Anatolia - Urban/Metropol;Konya;5;1;0;Owned by a HH member;No;4;3;Protected spring;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;No;Yes;No;No;No;No;No;No
      160108;Poorer;Central - West Anatolia - Urban/Metropol;Konya;7;2;1;Rented;No;4;2;Protected spring;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Cement;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No
      160110;Middle;Central - West Anatolia - Urban/Metropol;Konya;4;0;0;Owned by a HH member;No;5;2;Protected spring;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Wood planks;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;No
      160111;Poorest;Central - West Anatolia - Urban/Metropol;Konya;4;0;0;Rented;No;6;2;Protected spring;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Wood planks;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No
      160112;Richer;Central - West Anatolia - Urban/Metropol;Konya;5;3;0;Rented;No;4;2;Protected spring;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Wood planks;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;No;No;No;Yes
      160113;Middle;Central - West Anatolia - Urban/Metropol;Konya;4;1;0;Rented;No;4;1;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Parquet, polished wd;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No
      160115;Richer;Central - West Anatolia - Urban/Metropol;Konya;5;1;1;Owned by a HH member;No;4;3;Piped into dwelling;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No
      160117;Middle;Central - West Anatolia - Urban/Metropol;Konya;5;2;0;Rented;No;3;2;Protected spring;Piped into dwelling;Inside;Flush toilet;Stove-wood/coal;Wood planks;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;Yes
      160118;Richest;Central - West Anatolia - Urban/Metropol;Konya;3;1;0;Owned by a HH member;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;Yes;No;No;No;Yes;No;No;No
      160119;Middle;Central - West Anatolia - Urban/Metropol;Konya;2;0;0;Owned by a HH member;Yes;4;1;Protected spring;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No
      160120;Richer;Central - West Anatolia - Urban/Metropol;Konya;5;1;1;Owned by a HH member;No;4;2;Protected spring;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Wood planks;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No
      160121;Richest;Central - West Anatolia - Urban/Metropol;Konya;3;1;0;No rent paid;No;4;2;Bottled/demijohn/pet water;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Parquet, polished wd;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;No;No;No;No;No;Yes;No;Yes;No
      160122;Poorer;Central - West Anatolia - Urban/Metropol;Konya;2;0;0;Rented;No;4;1;Protected spring;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Wood planks;Yes;Yes;Yes;No;No;No;Yes;No;No;Yes;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No
      160123;Poorer;Central - West Anatolia - Urban/Metropol;Konya;2;0;0;Owned by a HH member;Yes;3;1;Protected spring;Piped into dwelling;Inside;Flush toilet;Flat heating-natural gas;Wood planks;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No
